CLIENT_CATEGORY;SEGMENT;Service;Channeltype;Source;football;DECLARED_FAULT;CREATE_DATE;CLOSETIME;all_num_of_repeat;num_of_repeat2;num_of_repeat5;num_of_repeat10;num_of_repeat30;num_of_repeat60;MITYPE;MIPRIORITY;MIIMPACT;TECHNICAL_DISTRICT;NumWFMforEI;Last_WFM_days_waiting;EIDayOfWeek;EIHourCreate
ФЛ;МР;8678;9204;8750;4;Телефония. Не работает ЦАОН;1502088279;1502133034;1;0;0;0;1;1;0;0;0;0;0;0;2;9
ФЛ;МР;8678;9633;8750;2;Интернет. Не работает интернет;1502088351;1502150400;1;0;0;0;1;1;1;0;0;48;1;2;2;9
ФЛ;МР;8678;9633;8750;3;Интернет. Ошибка 651, 678 или 815;1502088379;1502194461;6;0;0;0;1;2;0;0;0;51;1;2;2;9
ФЛ;МР;8678;9204;8750;3;Перенос/замена модели ONT;1502088421;1502212551;6;0;1;1;3;3;0;0;0;34;1;1;2;9
ФЛ;МР;9650;9204;8750;3;Телефония. Не работает исходящая связь;1502088426;1502119172;1;0;0;0;1;1;0;0;0;22;1;0;2;9
ФЛ;МР;8679;9633;8750;3;Интернет. Не работает интернет;1502088429;1502098813;1;0;0;0;1;1;0;0;0;19;1;0;2;9
Corporate GS;КОРП;8680;9204;8750;4;Телефония. Не работает исходящая связь;1502088448;1502191504;1;0;0;0;1;1;0;0;0;0;0;0;2;9
ФЛ;МР;8678;9204;8750;3;ТВ. Надпись на экране: сервер не найден;1502088468;1502127093;2;0;0;0;2;2;0;0;0;39;1;0;2;9
ФЛ;МР;8679;9633;8750;4;IP TV. Черный или синий экран;1502088480;1502150400;1;0;0;0;1;1;1;0;0;0;0;0;2;9
ФЛ;МР;8680;9205;8750;6;Доп. услуга. IP ОПС. Ложное срабатывание.;1502088536;1502186273;1;0;0;0;1;1;0;0;0;56;1;1;2;9
SOHO;КОРП;9650;0;8750;5;Телефония. Не работает SIP;1502088508;1502183597;0;0;0;0;0;0;0;0;0;0;0;0;2;9
ФЛ;МР;8678;9204;8750;3;Не работает ONT. Нет индикации питания.;1502088633;1502103472;1;0;0;0;1;1;0;0;0;40;1;0;2;9
Выделенное обслуживание (пилот);МР;8678;9204;8750;3;ТВ. Не получен IP-адрес;1502088627;1502120049;4;0;0;0;1;1;0;0;0;42;1;0;2;9
SME;КОРП;9650;0;7470;3;SLX_Техническая консультация;1502088621;1502091245;0;0;0;0;0;0;0;0;0;0;0;0;2;9
ФЛ;МР;8679;9633;8750;2;Интернет. Не работает интернет;1502088653;1502150400;1;0;0;0;1;1;1;0;0;48;1;1;2;9
ФЛ;МР;8679;9633;8750;3;Интернет. Не открываются страницы;1502088742;1502116760;4;0;0;0;4;4;0;0;0;48;1;0;2;9
ФЛ;МР;8679;9633;8750;4;IP TV. Другое;1502088748;1502150400;1;0;0;0;1;1;1;0;0;0;0;0;2;9
ФЛ;МР;8679;9633;8750;2;Интернет. Не работает интернет;1502088865;1502150400;3;1;1;1;3;3;1;0;0;48;1;1;2;9
ФЛ;МР;8679;9633;8750;2;Интернет. Не открываются страницы;1502088919;1502150400;8;0;0;0;1;3;1;0;0;48;1;1;2;9
ФЛ;МР;8679;9633;8750;3;Интернет. Не открываются страницы;1502088945;1502183001;4;0;0;0;1;1;0;0;0;0;0;0;2;9
ФЛ;МР;8678;9633;8750;2;Интернет. Не работает интернет;1502088979;1502150400;2;0;0;0;1;1;1;0;0;49;1;1;2;9
ФЛ;МР;8678;9633;8750;2;Интернет. Ошибка 651, 678 или 815;1502088962;1502150400;13;0;0;0;1;2;1;0;0;48;1;2;2;9
ФЛ;МР;8679;9633;8750;3;Интернет. Не работает интернет;1502088950;1502122906;4;0;0;0;1;1;0;0;0;8;1;1;2;9
ФЛ;МР;8678;9204;8750;5;Не работает ONT. Нет индикации питания.;1502088960;1502150400;2;0;0;0;1;1;1;0;0;0;0;0;2;9
ФЛ;МР;8678;9633;8750;2;Интернет. Ошибка 651, 678 или 815;1502089020;1502150400;3;1;1;1;2;3;1;0;0;48;1;2;2;9
ФЛ;МР;8678;9204;8750;3;ТВ. Не получен IP-адрес;1502089101;1502111968;4;0;0;0;1;1;0;0;0;46;1;0;2;9
ФЛ;МР;8678;9633;8750;3;Интернет. Не открываются страницы;1502089104;1502261251;6;1;1;1;2;2;0;0;0;51;1;2;2;9
ФЛ;МР;8679;9633;8750;2;Интернет. Не открываются страницы;1502089110;1502150400;5;0;0;0;1;1;1;0;0;48;1;2;2;9
ФЛ;МР;8678;9204;8750;3;Не работает ONT. Нет индикации питания.;1502089137;1502115083;1;0;0;0;1;1;0;0;0;36;1;0;2;9
ФЛ;МР;8679;9204;8750;3;ТВ. Черный или синий экран;1502089148;1502097732;1;0;0;0;1;1;0;0;0;39;1;0;2;9
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502089149;1502132824;1;0;0;0;1;1;0;0;0;37;1;0;2;9
SME GS;КОРП;8680;9204;8750;4;Телефония. Тишина в трубке, нет зуммера;1502089171;1502098171;2;0;0;0;1;1;0;0;0;0;0;0;2;9
SME;КОРП;8678;9633;8750;4;Интернет. Не работает интернет;1502089208;1502109265;9;0;0;0;1;1;0;0;0;0;0;0;2;10
ФЛ;МР;8679;9633;8750;3;Интернет. Не работает интернет;1502089234;1502096903;1;0;0;0;1;1;0;0;0;51;1;2;2;10
ФЛ;МР;8678;9633;8750;3;Интернет. Не работает интернет;1502089261;1502114971;17;0;0;0;2;3;0;0;0;0;0;0;2;10
ФЛ;МР;8678;9204;8750;4;Телефония. Зуммер занято;1502089235;1502107974;1;0;0;0;1;1;0;0;0;0;0;0;2;10
ФЛ;МР;9650;9204;8750;7;ONT. Системная ошибка;1502089304;1502113652;4;0;0;0;1;1;0;0;0;0;0;0;2;10
SOHO;КОРП;8680;9204;8750;2;Телефония. Тишина в трубке, нет зуммера;1502089274;1502091108;3;0;0;0;1;1;0;0;0;0;0;0;2;10
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502089322;1502095369;2;0;0;0;2;2;0;0;0;45;1;0;2;10
ФЛ;МР;8678;9633;8750;5;Интернет. Не работает интернет;1502089343;1502150400;3;0;0;0;1;2;1;0;0;0;0;0;2;10
ФЛ;МР;8678;9204;8750;2;Интернет. Низкая скорость по проводу;1502089386;1502125125;4;0;0;0;2;3;0;0;0;0;0;0;2;10
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502089548;1502104850;2;0;0;0;1;1;0;0;0;40;1;0;2;10
ФЛ;МР;8680;9204;8750;3;ONT не на линии. Неисправна розетка;1502089570;1502219123;1;0;0;0;1;1;0;0;0;21;1;1;2;10
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502089550;1502111034;2;0;0;0;1;2;0;0;0;32;1;0;2;10
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502089538;1502127000;1;0;0;0;1;1;0;0;0;41;1;0;2;10
SOHO;КОРП;8680;9203;8750;4;Интернет. Не работает интернет;1502089543;1502112706;1;0;0;0;1;1;0;0;0;39;1;0;2;10
ФЛ;МР;8678;9633;8750;3;Интернет. Ошибка 651, 678 или 815;1502089612;1502194872;6;0;0;0;1;1;0;0;0;51;1;2;2;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502089592;1502112267;1;0;0;0;1;1;0;0;0;24;1;0;2;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502089648;1502125361;1;0;0;0;1;1;0;0;0;31;1;0;2;10
SOHO;КОРП;8678;9205;8750;4;Интернет. Не работает интернет;1502089640;1502109639;2;0;0;0;1;1;0;0;0;40;1;0;2;10
SOHO;КОРП;8680;0;7470;9;SLX_Не работает номер;1502089630;1502180975;0;0;0;0;0;0;0;0;0;0;0;0;2;10
SOHO_GS;КОРП;8680;9204;8750;6;Телефония. Не работает исходящая связь;1502089711;1502111940;5;1;1;1;2;3;0;0;0;26;1;0;2;10
ФЛ;МР;8679;9633;8750;2;Интернет. Низкая скорость;1502089747;1502102074;5;1;1;1;2;3;1;0;0;49;1;1;2;10
ФЛ;МР;8679;9204;8750;2;Интернет. Низкая скорость по проводу;1502089738;1502130356;3;0;0;0;1;1;0;0;0;0;0;0;2;10
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502089783;1502123869;2;0;0;0;1;1;0;0;0;31;1;0;2;10
ФЛ;МР;8680;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502089767;1502132930;2;0;0;0;1;1;0;0;0;29;1;0;2;10
GS-Имидж абоненты;КОРП;8680;9205;8750;8;Телефония. Тишина в трубке, нет зуммера;1502089837;1502191537;2;0;0;0;1;1;0;0;0;36;1;0;2;10
SOHO;КОРП;9650;9204;8750;2;Доп. услуга. Видеонаблюдение;1502089862;1502107889;2;0;0;0;1;1;0;0;0;0;0;0;2;10
ФЛ;МР;8680;9204;8750;2;Интернет. Не открывается один или несколько сайтов;1502089890;1502190111;1;0;0;0;1;1;0;0;0;0;0;0;2;10
ФЛ;МР;8679;9633;8750;5;IP TV. Черный или синий экран;1502089898;1502150400;2;0;0;0;1;1;1;0;0;0;0;0;2;10
SOHO;КОРП;8678;9204;8750;3;Интернет. Не работает интернет;1502089902;1502111179;3;0;0;0;1;1;0;0;0;30;1;0;2;10
ФЛ;МР;9650;9207;8675;3;Не работает прямой провод;1502089915;1502150400;0;0;0;0;0;0;1;5;2;0;0;0;2;10
Corporate GS;КОРП;8678;9204;8750;4;Телефония. Тишина в трубке, нет зуммера;1502089922;1502094520;2;0;0;0;1;1;0;0;0;0;0;0;2;10
SOHO;КОРП;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502089984;1502109480;2;0;0;0;1;2;0;0;0;36;1;0;2;10
SOHO;КОРП;8680;9204;8750;4;Телефония. Тишина в трубке, нет зуммера;1502089986;1502116886;4;0;0;0;1;1;0;0;0;43;1;0;2;10
SOHO;КОРП;8680;9205;8750;11;Телефония. Не работает исходящая связь;1502089988;1502122549;5;0;0;0;1;1;0;0;0;0;0;0;2;10
SOHO;КОРП;8678;9204;8750;4;Интернет. Не работает VPN соединение, удаленный доступ;1502090021;1502099164;5;0;0;0;1;1;0;0;0;0;0;0;2;10
ФЛ;МР;8679;9204;8750;3;Swap ONT Huawei;1502090112;1502101107;1;0;0;0;1;1;0;0;0;25;1;0;2;10
ФЛ;МР;8678;9204;8750;6;Интернет. Не открываются все страницы;1502090107;1502150400;1;0;0;0;1;1;1;3;3;0;0;0;2;10
ФЛ;МР;8678;9204;8750;6;ONT не на линии. Проблема с оптическим кабелем;1502090106;1502195729;4;0;0;0;1;4;0;0;0;0;0;0;2;10
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502090145;1502102905;1;0;0;0;1;1;0;0;0;41;1;0;2;10
ФЛ;МР;8680;9204;8750;3;Телефония. Тишина в трубке;1502090128;1502109030;1;0;0;0;1;1;0;0;0;28;1;0;2;10
KA GS;КОРП;8680;9205;8750;9;АТШ.Подозрение на ГТТ;1502090159;1502195623;1;0;0;0;1;1;0;0;0;31;1;0;2;10
ФЛ;МР;9650;10769;8750;3;Интернет. Не открываются страницы;1502090193;1502105111;1;0;0;0;1;1;0;0;0;40;1;0;2;10
ФЛ;МР;8678;9204;8750;3;Swap ONT Huawei;1502090223;1502104294;1;0;0;0;1;1;0;0;0;40;1;0;2;10
NKA;КОРП;9650;0;7470;7;Не работает выделенный канал;1502090221;1502100750;0;0;0;0;0;0;0;0;0;0;0;0;2;10
SOHO;КОРП;9650;0;7470;3;SLX_Не работает INTERNET;1502090257;1502194283;0;0;0;0;0;0;0;0;0;0;0;0;2;10
ФЛ;МР;8678;10769;8750;3;Интернет. Неустойчивая связь, плохие параметры;1502090344;1502108183;1;0;0;0;1;1;0;0;0;24;1;0;2;10
ФЛ;МР;8679;9204;8750;3;ТВ. Другое;1502090349;1502103097;3;0;0;0;1;1;0;0;0;41;1;0;2;10
ФЛ;МР;8680;9205;8750;3;Телефония. Посторонние шумы, эхо, треск, искажение голоса;1502090365;1502122909;1;0;0;0;1;1;0;0;0;46;1;0;2;10
ФЛ;МР;8678;9633;8750;3;Интернет. Не открываются страницы;1502090415;1502090951;1;0;0;0;1;1;0;0;0;31;1;1;2;10
KA;КОРП;9650;9203;8750;4;Интернет. Нет пинга, линк есть;1502090466;1502092109;3;0;0;0;3;3;0;0;0;0;0;0;2;10
ФЛ;МР;8680;9205;8750;6;Телефония. Тишина в трубке, нет зуммера;1502090522;1502260220;1;0;0;0;1;1;0;0;0;39;1;1;2;10
ФЛ;МР;8679;9633;8750;3;Интернет. Не работает интернет;1502090553;1502183709;3;0;0;0;3;3;0;0;0;19;1;2;2;10
SOHO;КОРП;8678;9633;8750;3;Интернет. Не работает интернет;1502090559;1502095564;3;0;0;0;1;1;0;0;0;10;1;0;2;10
ФЛ;МР;8679;9204;8750;3;Телефония. Шум, треск, эхо;1502090603;1502127094;2;0;0;0;1;1;0;0;0;41;1;0;2;10
ФЛ;МР;8678;9204;8750;3;ТВ. Проблемы с пультом;1502090620;1502106828;1;0;0;0;1;1;0;0;0;29;1;0;2;10
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502090645;1502179837;2;0;0;0;2;2;0;0;0;34;1;1;2;10
ФЛ;МР;8678;9633;8750;3;Интернет. Нестабильная работа, разрывы;1502090676;1502097983;2;0;0;0;1;1;0;0;0;10;1;0;2;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502090684;1502124100;2;0;0;0;1;2;0;0;0;45;2;0;2;10
SOHO;КОРП;8678;9633;8750;5;Интернет. Не работает интернет;1502090668;1502181177;8;0;0;1;2;2;0;0;0;0;0;0;2;10
ФЛ;МР;8680;9204;8750;2;Телефония. Не работает МН/МГ связь;1502090719;1502181748;1;0;0;0;1;1;0;0;0;0;0;0;2;10
ФЛ;МР;8679;9204;8750;2;Интернет. Не открываются все страницы;1502090764;1502091205;2;0;0;0;1;1;0;0;0;0;0;0;2;10
SOHO;КОРП;9650;9203;8750;4;ВАТС. Нет зумера/короткие гудки;1502090781;1502093739;4;0;0;1;3;4;0;0;0;0;0;0;2;10
ФЛ;МР;8678;9204;8750;6;Интернет. Не открываются все страницы;1502090833;1502150400;3;0;0;1;3;3;1;3;3;0;0;0;2;10
Выделенное обслуживание (пилот);МР;8678;9204;8750;3;ТВ. Черный или синий экран;1502090809;1502099479;3;0;0;1;3;3;0;0;0;21;1;0;2;10
SOHO;КОРП;9650;0;7470;3;SLX_Установить переадресацию (авария);1502090880;1502099589;0;0;0;0;0;0;0;0;0;0;0;0;2;10
NKA;КОРП;9650;0;7470;4;SLX_Не работает INTERNET;1502090856;1502101609;0;0;0;0;0;0;0;0;0;0;0;0;2;10
ФЛ;МР;8679;9204;8750;3;ТВ. Проблемы с пультом;1502090888;1502114271;1;0;0;0;1;1;0;0;0;28;1;0;2;10
SOHO;КОРП;8678;9205;8750;2;Интернет. Не работает интернет;1502090923;1502096628;7;0;0;0;2;2;0;0;0;0;0;0;2;10
ФЛ;МР;8678;9633;8750;2;Интернет. Не работает интернет;1502090957;1502150400;3;0;0;0;1;2;1;0;0;48;1;1;2;10
SOHO;КОРП;9650;9203;8750;2;Интернет. Нет линка;1502090969;1502096224;5;1;1;1;2;3;0;0;0;0;0;0;2;10
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502090996;1502106612;2;0;0;0;2;2;0;0;0;41;1;0;2;10
ФЛ;МР;8678;9204;8750;3;Интернет. Нестабильная работа/разрывы;1502091007;1502114319;2;0;0;1;2;2;0;0;0;42;1;0;2;10
ФЛ;МР;8678;9204;8750;6;Телефония. Зуммер занято;1502090978;1502150400;3;0;0;1;3;3;1;3;3;0;0;0;2;10
SOHO;КОРП;9650;9204;8750;2;Интернет. Не работает интернет;1502090978;1502096798;3;0;0;1;2;2;0;0;0;0;0;0;2;10
Corporate;КОРП;9650;0;7470;3;SLX_Не работает канал VPN;1502091049;1502096313;0;0;0;0;0;0;0;0;0;0;0;0;2;10
Corporate;КОРП;9650;0;7470;5;SLX_Не работает INTERNET;1502091061;1502109549;0;0;0;0;0;0;1;0;0;0;0;0;2;10
SME GS;КОРП;8680;9204;8750;7;Телефония. Тишина в трубке, нет зуммера;1502091112;1502184686;1;0;0;0;1;1;0;0;0;25;1;1;2;10
ФЛ;МР;8680;9204;8750;3;Телефония. Тишина в трубке;1502091091;1502209623;1;0;0;0;1;1;0;0;0;33;1;1;2;10
GS-SLA1;ГОС;8678;0;8675;2;Не работает INTERNET;1502091158;1502098290;0;0;0;0;0;0;0;0;0;0;0;0;2;10
Выделенное обслуживание (пилот);МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502091215;1502113921;1;0;0;0;1;1;0;0;0;46;1;0;2;10
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502091213;1502115846;2;0;0;0;1;1;0;0;0;25;1;0;2;10
SOHO;КОРП;8680;9204;8750;4;Интернет. Не работает интернет;1502091250;1502095164;1;0;0;0;1;1;0;0;0;0;0;0;2;10
ФЛ;МР;8680;9204;8750;3;ONT не на линии. Неисправна розетка;1502091281;1502174653;2;0;0;0;2;2;0;0;0;45;1;1;2;10
ФЛ;МР;8678;10769;8750;4;Интернет. Не открываются страницы;1502091289;1502106989;1;0;0;0;1;1;0;0;0;26;1;0;2;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Неисправна розетка;1502091297;1502100288;1;0;0;0;1;1;0;0;0;21;1;1;2;10
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502091329;1502095676;3;0;0;0;2;3;0;0;0;0;0;0;2;10
ФЛ;МР;8680;9204;8750;3;Интернет. Не открываются все страницы;1502091333;1502100848;1;0;0;0;1;1;0;0;0;22;1;0;2;10
ФЛ;МР;8678;9633;8750;3;Интернет. Не работает интернет;1502091375;1502091907;3;0;0;0;1;1;0;0;0;48;1;2;2;10
SOHO;КОРП;8680;9204;8750;5;Интернет. Не работает интернет;1502091383;1502123317;3;0;1;1;2;2;0;0;0;39;1;0;2;10
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502091395;1502100290;1;0;0;0;1;1;0;0;0;36;1;0;2;10
SOHO;КОРП;9650;0;8750;5;Интернет. Неустойчивая связь, плохие параметры;1502091404;1502183815;0;0;0;0;0;0;0;0;0;34;1;1;2;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502091414;1502132862;1;0;0;0;1;1;0;0;0;39;1;0;2;10
ФЛ;МР;8680;9204;8750;3;Телефония. Тишина в трубке;1502091404;1502112736;1;0;0;0;1;1;0;0;0;41;1;0;2;10
SOHO;КОРП;8680;9204;8750;4;Телефония. Зуммер "занято";1502091413;1502114850;1;0;0;0;1;1;0;0;0;25;1;0;2;10
SOHO;КОРП;8680;9205;8750;8;Телефония. Тишина в трубке, нет зуммера;1502091466;1502190228;4;0;0;0;1;2;0;0;0;30;1;0;2;10
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502091466;1502185933;1;0;0;0;1;1;0;0;0;34;1;1;2;10
ФЛ;МР;8678;9204;8750;3;Телефония. Зуммер занято;1502091454;1502102110;1;0;0;0;1;1;0;0;0;34;1;0;2;10
ФЛ;МР;8680;9204;8750;3;Телефония. Прерывания связи;1502091482;1502118742;1;0;0;0;1;1;0;0;0;33;1;0;2;10
Corporate;КОРП;9650;0;7470;5;SLX_Низкое качество связи через Интернет;1502091467;1502115010;0;0;0;0;0;0;0;0;0;0;0;0;2;10
SOHO;КОРП;9650;9203;8750;4;Интернет. Неустойчивая связь, плохие параметры;1502091453;1502103503;2;0;0;0;1;1;0;0;0;21;1;0;2;10
ФЛ;МР;8680;9204;8750;5;Интернет. Не открываются все страницы;1502091492;1502150400;1;0;0;0;1;1;1;3;3;0;0;0;2;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502091497;1502104318;1;0;0;0;1;1;0;0;0;33;1;0;2;10
ФЛ;МР;8678;9204;8750;3;ТВ. Проблемы с пультом;1502091499;1502105111;2;0;0;0;1;1;0;0;0;25;1;0;2;10
SME;КОРП;9650;0;7470;6;SLX_Не работает номер;1502091562;1502115687;0;0;0;0;0;0;0;0;0;0;0;0;2;10
GS-SLA4;ГОС;8678;9204;8750;6;Нет трансляции на портале;1502091588;1502106460;1;0;0;0;1;1;0;0;0;0;0;0;2;10
ФЛ;МР;8679;9633;8750;2;Интернет. Не открываются страницы;1502091649;1502150400;4;0;0;0;1;2;1;0;0;49;1;1;2;10
ФЛ;МР;8678;9204;8750;3;ТВ. Черный или синий экран;1502091739;1502109561;2;0;1;1;2;2;0;0;0;28;1;0;2;10
ФЛ;МР;8678;9204;8750;3;Не работает ONT. Нет индикации питания.;1502091728;1502116811;1;0;0;0;1;1;0;0;0;42;1;0;2;10
SME;КОРП;8680;9204;8750;2;Телефония. Зуммер "занято";1502091715;1502094414;1;0;0;0;1;1;0;0;0;0;0;0;2;10
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502091720;1502125892;3;0;0;0;2;3;0;0;0;31;1;0;2;10
ФЛ;МР;8679;9204;8750;4;ТВ. Другое;1502091720;1502191438;2;0;0;0;1;1;0;0;0;31;1;1;2;10
ФЛ;МР;8678;9204;8750;3;ТВ. Рассыпание/замирание;1502091701;1502115139;2;0;0;0;2;2;0;0;0;34;1;1;2;10
KA GS;КОРП;9650;9204;8750;2;Интернет. Не работает интернет;1502091764;1502095817;4;0;0;0;1;1;0;0;0;0;0;0;2;10
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502091824;1502099652;1;0;0;0;1;1;0;0;0;29;1;0;2;10
ФЛ;МР;8678;9204;8750;3;Телефония. Шум, треск, эхо;1502091816;1502127704;1;0;0;0;1;1;0;0;0;32;1;0;2;10
SOHO;КОРП;8680;9205;8750;8;Телефония. Зуммер занято;1502091803;1502192114;1;0;0;0;1;1;0;0;0;25;1;0;2;10
SME GS;КОРП;9650;0;7470;6;SLX_Не работает INTERNET;1502091822;1502112529;0;0;0;0;0;0;0;0;0;0;0;0;2;10
Имидж-абоненты (юридические лица);КОРП;9650;9203;8750;4;Интернет. Нет линка;1502091872;1502112034;0;0;0;0;0;0;0;0;0;0;0;0;2;10
